2182.820000000007
('7', '7457')
('3021', '3321')
('3041', '4158')
('3120', '5025')
('3304', '1617')
('3307', '5653')
('3325', '777')
('3423', '2110')
('3438', '7492')
('3532', '6334')
('3570', '7199')
('3576', '9696')
('3632', '5482')
('3667', '3961')
('3676', '1465')
('3727', '3420')
('3738', '8777')
('3744', '4755')
('3746', '4313')
('3761', '6490')
('3826', '1788')
('3859', '659')
('3877', '1820')
('3884', '3615')
('3921', '6112')
('3993', '2434')
('4030', '7333')
('4039', '8712')
('4057', '982')
('4085', '3529')
('4144', '55')
('4187', '2818')
('4236', '8631')
('4296', '4791')
('4372', '1430')
('4448', '3142')
('4492', '9090')
('4493', '9274')
('4578', '1416')
('4659', '4668')
('4692', '7144')
('4732', '3313')
('4769', '7867')
('4773', '1065')
('4796', '3140')
('4806', '6819')
('4819', '2685')
('4822', '7620')
('4873', '8905')
('4888', '5646')
('4895', '8364')
('4932', '3256')
('4973', '802')
('4987', '6126')
('4991', '7913')
('5005', '5807')
('5009', '2535')
('5050', '610')
('5104', '5834')
('5143', '1797')
('5165', '1582')
('5198', '125')
('5270', '1131')
('5335', '1035')
('5340', '8114')
('5433', '773')
('5453', '3667')
('5455', '178')
('5468', '2802')
('5586', '4727')
('5591', '1171')
('5623', '7306')
('5670', '1801')
('5682', '7042')
('5716', '4987')
('5770', '8303')
('5827', '4553')
('5893', '692')
('5922', '4890')
('5929', '312')
('5929', '5014')
('5966', '748')
('5985', '2890')
('6045', '3421')
('6069', '6027')
('6298', '2659')
('6396', '188')
('6396', '3904')
('6401', '9472')
('6403', '4921')
('6521', '9774')
('6529', '5003')
('6551', '6780')
('6586', '5780')
('6623', '7105')
('6625', '5093')
('6687', '2100')
('6690', '1393')
('6699', '7453')
('6747', '4448')
('6759', '6649')
('6804', '1841')
('6843', '2273')
('6913', '3152')
('6944', '5563')
('6958', '7427')
('6994', '1809')
('7006', '9890')
('7009', '3930')
('7014', '350')
('7024', '1703')
('7035', '9683')
('7109', '7995')
('7146', '7612')
('7152', '2110')
('7156', '9088')
('7173', '9400')
('7320', '3411')
('7337', '3375')
('7338', '9950')
('7344', '2795')
('7358', '8483')
('7375', '7082')
('7421', '4653')
('7427', '9842')
('7431', '5995')
('7443', '386')
('7587', '1880')
('7588', '7635')
('7668', '3819')
('7669', '7850')
('7711', '5844')
('7754', '6607')
('7782', '9825')
('7786', '4366')
('7790', '693')
('7802', '6268')
('7806', '3388')
('7809', '1806')
('7829', '9827')
('7889', '2499')
('7939', '6837')
('7990', '1138')
('7993', '821')
('8027', '6703')
('8039', '1424')
('8071', '7630')
('8085', '2073')
('8106', '4312')
('8134', '3702')
('8147', '1623')
('8169', '4890')
('8225', '7967')
('8300', '6704')
('8312', '6473')
('8360', '4933')
('8401', '472')
('8402', '7280')
('8568', '2279')
('8609', '3307')
('8706', '9792')
('8710', '5198')
('8747', '9233')
('8750', '6601')
('8786', '8084')
('8822', '868')
('8826', '8827')
('8835', '5799')
('8867', '1976')
('8926', '8745')
('8951', '5149')
('8971', '9816')
('9062', '2932')
('9082', '9856')
('9086', '1406')
('9123', '9935')
('9177', '583')
('9216', '8454')
('9220', '6350')
('9282', '5662')
('9301', '4623')
('9309', '5908')
('9319', '8951')
('9333', '9000')
('9387', '9379')
('9461', '8316')
('9506', '9127')
('9664', '7901')
('9790', '753')
('9799', '7737')
('9805', '7774')
('9826', '7590')
('9849', '6164')
('9911', '1034')
('9918', '4151')
('9921', '5498')
('9952', '910')
('9972', '4002')
('25', '8841')
('56', '6182')
('58', '3997')
('69', '2782')
('151', '1960')
('204', '2792')
('226', '2349')
('251', '109')
('315', '1703')
('342', '5420')
('376', '960')
('423', '7908')
('424', '6731')
('453', '357')
('471', '3102')
('519', '4492')
('542', '9049')
('548', '478')
('623', '6025')
('627', '3774')
('654', '2206')
('658', '9338')
('818', '9118')
('839', '5640')
('865', '9527')
('914', '6789')
('936', '7702')
('959', '2676')
('1009', '7')
('1020', '8044')
('1050', '4379')
('1063', '6816')
('1074', '9003')
('1076', '7140')
('1092', '8784')
('1132', '6158')
('1138', '7869')
('1147', '3926')
('1173', '5652')
('1173', '7991')
('1177', '8356')
('1220', '1256')
('1225', '9848')
('1275', '5715')
('1324', '4562')
('1326', '6200')
('1358', '6251')
('1360', '1702')
('1376', '6431')
('1388', '5735')
('1473', '2024')
('1482', '2361')
('1510', '3468')
('1539', '2999')
('1598', '1383')
('1626', '7079')
('1629', '9216')
('1638', '286')
('1652', '7563')
('1760', '6402')
('1765', '8499')
('1817', '4075')
('1913', '6327')
('1915', '9422')
('1921', '7072')
('1922', '5611')
('2033', '9711')
('2094', '4001')
('2095', '7473')
('2146', '9237')
('2152', '6090')
('2154', '868')
('2165', '968')
('2294', '5453')
('2304', '6936')
('2318', '5110')
('2356', '9668')
('2362', '1489')
('2387', '4965')
('2396', '1244')
('2439', '7090')
('2452', '9621')
('2471', '3315')
('2479', '3949')
('2565', '4816')
('2573', '8468')
('2585', '4885')
('2628', '5583')
('2653', '1703')
('2669', '1872')
('2706', '5333')
('2774', '5032')
('2780', '6485')
('2807', '3433')
('2837', '191')
('2870', '1329')
('2885', '779')
('2912', '7893')
('2963', '5081')
('2981', '3904')
('3041', '3276')
('3104', '5681')
('3139', '863')
('3277', '4438')
('3345', '5662')
('3349', '2003')
('3495', '5540')
('3574', '3268')
('3586', '3381')
('3695', '1622')
('3698', '7333')
('3726', '6036')
('3737', '3918')
('3772', '4349')
('3833', '6745')
('3875', '6086')
('3938', '2770')
('3941', '4552')
('3994', '9343')
('4101', '4266')
('4108', '4566')
('4163', '6209')
('4187', '8675')
('4192', '9320')
('4226', '246')
('4256', '425')
('4260', '5410')
('4275', '4332')
('4281', '9480')
('4285', '2109')
('4303', '3104')
('4365', '3201')
('4390', '9110')
('4409', '1868')
('4577', '5136')
('4581', '9016')
('4615', '4069')
('4617', '2713')
('4621', '7797')
('4622', '4804')
('4714', '2368')
('4743', '7829')
('4755', '7535')
('4779', '2487')
('4782', '784')
('4842', '2890')
('4867', '1832')
('4871', '9644')
('4930', '6435')
('4938', '6786')
('5009', '291')
('5025', '3308')
('5027', '2635')
('5059', '997')
('5151', '5727')
('5174', '3950')
('5256', '1379')
('5290', '526')
('5352', '1304')
('5361', '5300')
('5474', '1734')
('5537', '2613')
('5632', '6403')
('5636', '9658')
('5680', '1810')
('5706', '2446')
('5734', '2105')
('5744', '1957')
('5800', '6841')
('5815', '9463')
('5851', '5206')
('5861', '2483')
('5866', '5359')
('5929', '6156')
('5949', '6379')
('5957', '1784')
('5972', '3194')
('5988', '5537')
('6043', '8774')
('6121', '6436')
('6147', '5128')
('6163', '6402')
('6214', '941')
('6241', '4445')
('6395', '8127')
('6446', '9722')
('6525', '2211')
('6566', '7003')
('6667', '2773')
('6669', '7733')
('6682', '1095')
('6709', '7915')
('6740', '2423')
('6816', '7082')
('6830', '2474')
('6836', '1460')
('6880', '8034')
('6929', '1568')
('6935', '6936')
('6969', '7095')
('6973', '5015')
('7010', '199')
('7146', '5251')
('7204', '6896')
('7224', '4284')
('7285', '567')
('7287', '787')
('7322', '2183')
('7381', '1490')
('7396', '7636')
('7407', '7048')
('7427', '3688')
('7427', '5860')
('7495', '9373')
('7520', '7845')
('7548', '9100')
('7560', '942')
('7572', '3111')
('7577', '8066')
('7586', '2821')
('7598', '2584')
('7617', '9633')
('7640', '518')
('7662', '6179')
('7666', '9061')
('7706', '7866')
('7765', '8091')
('7823', '9108')
('7875', '2990')
('7894', '1056')
('7903', '4067')
('7906', '9336')
('7997', '7977')
('8042', '4516')
('8086', '5128')
('8087', '5391')
('8095', '6294')
('8138', '6149')
('8155', '5304')
('8183', '9645')
('8350', '9547')
('8539', '9780')
('8562', '5472')
('8563', '9640')
('8646', '4345')
('8657', '2785')
('8805', '4461')
('8847', '7802')
('8946', '4134')
('8986', '7736')
('9012', '5306')
('9036', '1617')
('9054', '4285')
('9079', '4649')
('9155', '4940')
('9236', '8707')
('9277', '958')
('9350', '5379')
('9361', '6971')
('9393', '3320')
('9432', '7004')
('9434', '5564')
('9524', '6518')
('9578', '2908')
('9613', '4147')
('9682', '396')
('9754', '6204')
('9796', '4515')
('9827', '8061')
('12', '6351')
('215', '7300')
('462', '9295')
('499', '5718')
('535', '4981')
('542', '3101')
('573', '634')
('623', '7392')
('638', '8348')
('651', '195')
('655', '7597')
('656', '6904')
('755', '6864')
('776', '5850')
('777', '2990')
('792', '8346')
('800', '270')
('809', '5877')
('820', '9135')
('854', '2085')
('886', '1482')
('886', '2550')
('906', '5080')
('998', '6725')
('1092', '7545')
('1138', '6989')
('1224', '7982')
('1243', '7626')
('1251', '3667')
('1294', '922')
('1299', '1032')
('1328', '4625')
('1363', '4044')
('1386', '8384')
('1415', '3470')
('1424', '80')
('1451', '2974')
('1457', '6292')
('1497', '7991')
('1546', '4446')
('1577', '8321')
('1593', '412')
('1638', '2877')
('1684', '2483')
('1709', '3404')
('1767', '384')
('1793', '6508')
('1802', '8108')
('1823', '704')
('2062', '1378')
('2141', '6458')
('2144', '2554')
('2257', '8821')
('2265', '5644')
('2303', '8164')
('2306', '5931')
('2310', '795')
('2336', '5822')
('2352', '3130')
('2372', '8042')
('2400', '9648')
('2429', '1961')
('2451', '1575')
('2525', '419')
('2531', '8297')
('2533', '6558')
('2560', '9503')
('2562', '5855')
('2781', '8661')
('2844', '7598')
('2862', '4891')
('2968', '3482')
('3017', '2590')
('3088', '8797')
('3119', '934')
('3202', '3122')
('3256', '9974')
('3264', '2659')
('3320', '4052')
('3392', '1811')
('3406', '2922')
('3440', '8862')
('3560', '1751')
('3590', '9842')
('3613', '9303')
('3638', '5547')
('3776', '2813')
('3803', '3495')
('3889', '2027')
('3964', '1182')
('4019', '1173')
('4054', '8628')
('4060', '4455')
('4129', '355')
('4189', '3197')
('4214', '9814')
('4226', '5863')
('4250', '374')
('4251', '179')
('4254', '7646')
('4266', '7103')
('4268', '113')
('4275', '570')
('4309', '7500')
('4451', '5325')
('4480', '8963')
('4490', '6851')
('4533', '7405')
('4534', '1669')
('4561', '9406')
('4583', '5546')
('4672', '4917')
('4676', '9558')
('4704', '9470')
('4709', '4968')
('4747', '306')
('4749', '7004')
('4755', '4139')
('4778', '4463')
('4796', '2485')
('4796', '3008')
('4797', '9031')
('4837', '6457')
('4917', '6495')
('4975', '1972')
('5011', '1042')
('5053', '8695')
('5078', '9180')
('5092', '7729')
('5096', '5465')
('5159', '9591')
('5163', '2551')
('5183', '1042')
('5185', '2822')
('5186', '4839')
('5240', '9981')
('5300', '1623')
('5339', '5297')
('5342', '1203')
('5401', '9514')
('5402', '9452')
('5442', '7541')
('5449', '9744')
('5509', '7859')
('5512', '6635')
('5539', '111')
('5540', '4412')
('5577', '7995')
('5597', '8081')
('5607', '2245')
('5652', '5696')
('5669', '578')
('5773', '8725')
('5805', '5816')
('5828', '9837')
('5831', '6384')
('5966', '6481')
('6016', '1617')
('6020', '4430')
('6053', '2888')
('6060', '1190')
('6127', '5903')
('6131', '4769')
('6158', '9004')
('6173', '4127')
('6291', '4983')
('6294', '4540')
('6334', '4909')
('6338', '5057')
('6364', '8167')
('6377', '4447')
('6403', '8622')
('6424', '699')
('6475', '4648')
('6538', '8768')
('6541', '9789')
('6570', '3995')
('6685', '7590')
('6746', '3943')
('6912', '8102')
('6978', '1450')
('6995', '1316')
('7065', '8818')
('7140', '9819')
('7153', '788')
('7168', '4146')
('7226', '9966')
('7372', '6910')
('7455', '2512')
('7471', '1763')
('7529', '3735')
('7615', '21')
('7641', '4806')
('7645', '5231')
('7659', '8422')
('7697', '1955')
('7720', '268')
('7741', '7057')
('7759', '2314')
('7827', '6280')
('7836', '8923')
('7844', '2067')
('7859', '1791')
('7866', '2015')
('7880', '9696')
('7891', '3291')
('7961', '9395')
('7966', '804')
('8013', '958')
('8017', '9421')
('8025', '3955')
('8048', '4325')
('8069', '191')
('8101', '4371')
('8148', '4832')
('8168', '2678')
('8184', '6349')
('8197', '2478')
('8241', '5054')
('8252', '293')
('8256', '4880')
('8264', '7778')
('8303', '6328')
('8304', '4360')
('8346', '8074')
('8372', '8282')
('8411', '6652')
('8430', '2454')
('8476', '7180')
('8525', '6995')
('8596', '7163')
('8611', '4805')
('8620', '2647')
('8691', '1389')
('8795', '3928')
('8803', '9617')
('8881', '9177')
('8911', '358')
('8925', '8146')
('8951', '3363')
('8955', '8194')
('8956', '3218')
('8980', '6853')
('8991', '2014')
('8999', '7718')
('9100', '5956')
('9102', '811')
('9116', '3239')
('9137', '8577')
('9154', '6090')
('9156', '6627')
('9223', '5784')
('9227', '8636')
('9251', '3645')
('9271', '321')
('9305', '9160')
('9329', '6353')
('9343', '1338')
('9347', '3287')
('9405', '9776')
('9439', '9653')
('9441', '2248')
('9531', '1538')
('9544', '1525')
('9827', '9591')
('9859', '1346')
('9865', '3497')
('9866', '4170')
('9906', '1209')
('9931', '5325')
('9970', '2832')
('6', '2542')
('30', '8235')
('67', '6032')
('286', '7630')
('299', '1670')
('306', '1905')
('324', '1227')
('331', '6387')
('400', '4486')
('414', '3470')
('450', '2252')
('468', '5505')
('508', '1177')
('508', '9596')
('531', '2457')
('544', '7383')
('595', '6575')
('604', '210')
('621', '4082')
('621', '7164')
('663', '1640')
('750', '1049')
('765', '3027')
('795', '5470')
('819', '1432')
('880', '96')
('930', '615')
('959', '2468')
('995', '8433')
('1038', '1017')
('1169', '8977')
('1176', '4028')
('1188', '9160')
('1193', '3012')
('1200', '4035')
('1202', '6043')
('1213', '4447')
('1292', '5642')
('1308', '8543')
('1325', '1048')
('1351', '709')
('1351', '8482')
('1358', '436')
('1370', '3827')
('1388', '6185')
('1444', '9771')
('1516', '2630')
('1686', '8095')
('1693', '4658')
('1695', '4132')
('1708', '5035')
('1723', '2907')
('1804', '5806')
('1854', '9261')
('1903', '7219')
('1942', '3964')
('1967', '2570')
('1997', '4342')
('1998', '7153')
('2010', '4397')
('2013', '5932')
('2026', '500')
('2142', '5805')
('2240', '2446')
('2264', '3840')
('2286', '3524')
('2316', '3960')
('2336', '7223')
('2347', '1804')
('2397', '9083')
('2468', '2064')
('2473', '9041')
('2499', '8437')
('2549', '3427')
('2577', '5905')
('2585', '9308')
('2624', '2542')
('2717', '1280')
('2722', '651')
('2735', '7550')
('2736', '7637')
('2793', '6040')
('2811', '1755')
('3107', '5656')
('3110', '7341')
('3198', '309')
('3247', '2931')
('3249', '4373')
('3260', '294')
('3393', '6304')
('3432', '1860')
('3445', '4080')
('3464', '2234')
('3474', '9557')
('3482', '6885')
('3554', '7465')
('3555', '2880')
('3574', '1252')
('3574', '8844')
('3575', '8605')
('3662', '9048')
('3711', '473')
('3729', '8487')
('3731', '7466')
('3759', '4927')
('3780', '4029')
('3807', '2174')
('3814', '9053')
('3892', '3385')
('3897', '7088')
('3920', '7787')
('3952', '6196')
('3997', '9335')
('4015', '2615')
('4054', '5101')
('4079', '1735')
('4140', '6002')
('4211', '4906')
('4276', '2320')
('4311', '7959')
('4319', '7997')
('4487', '6176')
('4530', '8779')
('4587', '4512')
('4593', '4657')
('4681', '5298')
('4760', '8945')
('4790', '2188')
('4836', '602')
('4852', '1191')
('4886', '5942')
('4895', '4395')
('5011', '6198')
('5012', '4978')
('5053', '559')
('5267', '7210')
('5283', '1922')
('5305', '2947')
('5348', '5892')
('5381', '6540')
('5405', '2202')
('5419', '6476')
('5451', '8929')
('5454', '9536')
('5502', '119')
('5563', '7673')
('5585', '7646')
('5596', '8779')
('5607', '2608')
('5618', '9086')
('5625', '3021')
('5725', '4828')
('5725', '6680')
('5875', '6405')
('5953', '8456')
('5955', '301')
('6050', '1304')
('6118', '7929')
('6188', '7132')
('6256', '6818')
('6317', '2413')
('6358', '8918')
('6409', '6158')
('6420', '7419')
('6485', '1662')
('6499', '4674')
('6525', '512')
('6526', '7442')
('6593', '5407')
('6597', '307')
('6603', '1089')
('6614', '513')
('6651', '3747')
('6655', '8991')
('6660', '7701')
('6667', '8469')
('6720', '3780')
('6735', '431')
('6751', '928')
('6768', '8621')
('6771', '5148')
('6800', '2225')
('6846', '3220')
('6879', '9411')
('6882', '9143')
('6912', '6018')
('6936', '2352')
('6967', '2903')
('7044', '6200')
('7157', '271')
('7163', '5749')
('7193', '4422')
('7228', '5169')
('7266', '8063')
('7339', '3774')
('7370', '7062')
('7412', '4381')
('7529', '7861')
('7531', '7500')
('7586', '7464')
('7731', '6504')
('7798', '2980')
('7827', '3691')
('7836', '5958')
('7837', '1129')
('8026', '7540')
('8070', '1462')
('8110', '2786')
('8270', '3910')
('8278', '2195')
('8294', '5050')
('8305', '880')
('8356', '6061')
('8356', '8883')
('8368', '7277')
('8374', '5728')
('8427', '5481')
('8443', '7540')
('8510', '3871')
('8539', '6065')
('8655', '3590')
('8677', '5340')
('8743', '8920')
('8770', '4719')
('8772', '1711')
('8786', '1602')
('8789', '694')
('8805', '4816')
('8818', '9717')
('8824', '8135')
('8826', '6372')
('8843', '3635')
('8896', '3607')
('8927', '1751')
('8973', '5771')
('8974', '2664')
('9038', '3341')
('9149', '1980')
('9180', '9674')
('9221', '6294')
('9286', '224')
('9306', '6228')
('9367', '7493')
('9524', '9393')
('9591', '5501')
('9745', '9255')
('9779', '1384')
('9813', '6913')
('9820', '541')
('9825', '5753')
('9826', '6723')
('9869', '5644')
('9904', '3034')
('9973', '2166')
('23', '9872')
('108', '3914')
('132', '1643')
('190', '3739')
('205', '1163')
('208', '3315')
('213', '6990')
('213', '8356')
('231', '7241')
('264', '6179')
('276', '4548')
('349', '5862')
('388', '4881')
('415', '2320')
('436', '8602')
('442', '8160')
('449', '3175')
('523', '8798')
('524', '3880')
('778', '6124')
('781', '4615')
('850', '2470')
('871', '2083')
('1034', '9002')
('1056', '8621')
('1070', '4676')
('1116', '4042')
('1140', '6380')
('1240', '6009')
('1240', '8412')
('1279', '3479')
('1316', '5684')
('1333', '3355')
('1401', '4355')
('1406', '6658')
('1500', '7')
('1518', '3182')
('1525', '2895')
('1602', '5257')
('1637', '7458')
('1694', '5504')
('1711', '3550')
('1724', '2143')
('1765', '933')
('1784', '4318')
('1798', '1954')
('1820', '7953')
('1841', '6957')
('1844', '5099')
('1932', '6227')
('1960', '5520')
('1986', '1585')
('2015', '9795')
('2042', '8999')
('2104', '9817')
('2110', '3399')
('2181', '6388')
('2205', '914')
('2349', '3097')
('2363', '5387')
('2364', '2857')
('2487', '4678')
('2510', '9404')
('2590', '1927')
('2592', '1840')
('2653', '3027')
('2760', '7224')
('2770', '6165')
('2782', '655')
('2801', '4263')
('2849', '7458')
('2877', '7651')
('3000', '3697')
('3013', '8092')
('3015', '397')
('3063', '1849')
('3067', '4942')
('3092', '1526')
('3116', '1732')
('3137', '2003')
('3295', '1084')
('3330', '2290')
('3377', '7944')
('3417', '7132')
('3419', '7914')
('3424', '2484')
('3486', '6455')
('3496', '1926')
('3688', '395')
('3695', '5701')
('3739', '7182')
('3808', '483')
('3848', '6140')
('3855', '3857')
('3862', '7300')
('3885', '9728')
('3894', '6184')
('3897', '2255')
('3959', '4520')
('3971', '3476')
('3982', '1085')
('4016', '9371')
('4021', '7028')
('4095', '921')
('4148', '2165')
('4186', '5463')
('4235', '4498')
('4241', '1955')
('4324', '3253')
('4354', '6486')
('4356', '9272')
('4423', '1490')
('4520', '4628')
('4555', '499')
('4569', '2845')
('4624', '4861')
('4631', '4135')
('4679', '9591')
('4740', '2457')
('4777', '4083')
('4810', '6233')
('4811', '1463')
('4922', '7303')
('4944', '5137')
('5002', '6880')
('5012', '2413')
('5077', '6818')
('5110', '4418')
('5114', '2055')
('5134', '9716')
('5135', '9161')
('5175', '5220')
('5201', '9948')
('5334', '7050')
('5358', '3610')
('5377', '2045')
('5497', '386')
('5515', '4315')
('5529', '3072')
('5531', '761')
('5570', '6724')
('5575', '7710')
('5577', '5875')
('5623', '3784')
('5636', '8971')
('5658', '2505')
('5670', '5645')
('5687', '3949')
('5803', '9568')
('5825', '9461')
('5828', '6713')
('5863', '7687')
('5892', '3278')
('5928', '9083')
('5947', '2940')
('6111', '7156')
('6140', '4976')
('6203', '5634')
('6239', '7528')
('6332', '9029')
('6373', '5494')
('6386', '9170')
('6418', '7162')
('6440', '678')
('6441', '9502')
('6469', '9647')
('6471', '3019')
('6483', '20')
('6495', '9521')
('6512', '566')
('6513', '1326')
('6607', '6031')
('6696', '3158')
('6752', '9116')
('6814', '3562')
('6824', '6411')
('6887', '6741')
('6911', '6333')
('6994', '8376')
('7009', '882')
('7061', '5782')
('7070', '377')
('7133', '3358')
('7177', '1971')
('7246', '2848')
('7336', '7121')
('7454', '8067')
('7556', '7076')
('7696', '5637')
('7781', '6621')
('7873', '4855')
('8016', '823')
('8030', '7190')
('8115', '9922')
('8118', '7644')
('8172', '4273')
('8175', '998')
('8254', '3589')
('8261', '7312')
('8294', '6748')
('8341', '7560')
('8351', '3774')
('8357', '8948')
('8428', '7776')
('8469', '5590')
('8516', '4703')
('8562', '4103')
('8592', '3894')
('8622', '2278')
('8700', '8962')
('8741', '9489')
('8756', '7459')
('8760', '2279')
('8813', '8011')
('8824', '9150')
('8848', '3144')
('8891', '6572')
('8953', '7936')
('9028', '5900')
('9033', '2981')
('9098', '4260')
('9132', '4480')
('9206', '1512')
('9249', '8430')
('9252', '6992')
('9298', '7214')
('9328', '4122')
('9357', '548')
('9377', '6790')
('9420', '1494')
('9473', '7742')
('9488', '72')
('9494', '8067')
('9556', '7425')
('9560', '7979')
('9605', '2590')
('9608', '9436')
('9630', '9756')
('9654', '9040')
('9682', '412')
('9774', '2638')
('9777', '1957')
('9818', '1522')
('9846', '1540')
('9861', '7254')
('9920', '7899')
('9952', '7219')
('9969', '1717')
('9987', '3070')
('3', '8744')
('37', '6395')
('70', '9085')
('85', '450')
('106', '2759')
('132', '2648')
('177', '8778')
('246', '4995')
('253', '5561')
('330', '4924')
('369', '6290')
('378', '7759')
('438', '857')
('488', '573')
('498', '490')
('534', '4887')
('537', '5088')
('623', '7483')
('687', '7783')
('690', '5640')
('733', '9521')
('773', '4164')
('844', '8371')
('853', '1939')
('959', '889')
('973', '9886')
('1031', '484')
('1050', '5706')
('1073', '1356')
('1074', '7700')
('1075', '9565')
('1146', '2155')
('1216', '9170')
('1233', '5678')
('1319', '4526')
('1366', '8897')
('1379', '9580')
('1442', '5169')
('1517', '4257')
('1530', '758')
('1565', '7944')
('1582', '6922')
('1638', '1236')
('1692', '9601')
('1707', '4266')
('1714', '410')
('1731', '815')
('1743', '5037')
('1761', '5970')
('1775', '5003')
('1821', '717')
('1872', '1902')
('1918', '2477')
('1938', '9212')
('1981', '1437')
('2000', '1034')
('2003', '8860')
('2058', '4169')
('2075', '2055')
('2082', '7508')
('2092', '705')
('2123', '5642')
('2133', '7277')
('2148', '9211')
('2175', '1993')
('2235', '2555')
('2288', '664')
('2295', '1297')
('2350', '6783')
('2370', '7098')
('2462', '1700')
('2488', '6146')
('2489', '6058')
('2616', '162')
('2664', '3731')
('2684', '8591')
('2687', '7669')
('2727', '7276')
('2743', '111')
('2838', '4955')
('2847', '8201')
('2860', '3845')
('2860', '4249')
('2866', '3410')
('2971', '2860')
('2995', '4819')
('2996', '1646')
('3016', '8950')
('3038', '1450')
('3102', '3549')
('3116', '4219')
('3123', '6867')
('3133', '4429')
('3171', '7725')
('3221', '1777')
('3265', '6215')
('3286', '8245')
('3394', '7359')
('3434', '6216')
('3541', '1155')
('3568', '3455')
('3607', '8070')
('3625', '9676')
('3718', '9194')
('3735', '992')
('3792', '8707')
('3803', '9922')
('3820', '6620')
('3871', '1572')
('3891', '7557')
('3941', '879')
('4001', '4351')
('4062', '2829')
('4074', '9434')
('4145', '627')
('4211', '8861')
('4292', '5336')
('4342', '6273')
('4473', '2642')
('4584', '5785')
('4589', '2410')
('4653', '9388')
('4702', '5097')
('4716', '7594')
('4718', '9332')
('4725', '6345')
('4809', '4481')
('4831', '126')
('4850', '2937')
('4851', '8583')
('4854', '6388')
('4883', '3976')
('4920', '6382')
('4928', '459')
('4949', '3449')
('5078', '315')
('5155', '7649')
('5222', '6152')
('5263', '3742')
('5281', '4883')
('5310', '5710')
('5340', '4327')
('5378', '157')
('5382', '1334')
('5415', '2976')
('5466', '869')
('5477', '6454')
('5479', '9911')
('5483', '2262')
('5492', '8506')
('5584', '7744')
('5597', '7354')
('5664', '1117')
('5668', '968')
('5676', '9106')
('5864', '2677')
('5899', '7980')
('5951', '273')
('5963', '6168')
('5984', '6994')
('6026', '9028')
('6029', '3675')
('6050', '3727')
('6089', '563')
('6134', '2685')
('6197', '9287')
('6280', '1823')
('6293', '5526')
('6310', '808')
('6356', '3906')
('6403', '1693')
('6454', '9084')
('6522', '9844')
('6834', '310')
('6864', '8251')
('6886', '8958')
('6903', '7120')
('6952', '4310')
('6963', '3688')
('6981', '4674')
('6985', '4817')
('6999', '2964')
('7006', '9290')
('7060', '9108')
('7107', '7068')
('7131', '5748')
('7179', '6910')
('7226', '1832')
('7283', '1591')
('7343', '4316')
('7347', '1338')
('7353', '5259')
('7430', '1870')
('7464', '6145')
('7540', '8802')
('7545', '5608')
('7622', '9067')
('7632', '913')
('7664', '8087')
('7672', '9762')
('7678', '7899')
('7825', '3094')
('7839', '4054')
('7944', '3362')
('8004', '5774')
('8029', '1585')
('8059', '9815')
('8095', '4783')
('8105', '2648')
('8179', '581')
('8201', '9837')
('8251', '8269')
('8290', '8091')
('8313', '2624')
('8320', '3773')
('8352', '7757')
('8383', '3132')
('8424', '59')
('8440', '2462')
('8503', '9968')
('8559', '7197')
('8587', '107')
('8611', '6047')
('8639', '6420')
('8654', '2033')
('8707', '7495')
('8709', '4523')
('8721', '6721')
('8764', '4286')
('8799', '3608')
('8827', '7719')
('8872', '2858')
('8899', '2258')
('8949', '9302')
('8952', '8350')
('9010', '7727')
('9039', '3131')
('9045', '8923')
('9119', '7398')
('9138', '3241')
('9143', '4327')
('9221', '5972')
('9269', '9678')
('9314', '4213')
('9349', '635')
('9360', '2702')
('9363', '7743')
('9401', '3846')
('9461', '3595')
('9526', '3719')
('9532', '8811')
('9550', '5949')
('9590', '2630')
('9610', '4916')
('9620', '2789')
('9642', '5755')
('9759', '3039')
('9817', '7492')
('9863', '711')
('9946', '8712')
('9977', '1756')
('12', '5062')
('35', '2907')
('61', '1377')
('187', '7718')
('307', '1434')
('390', '3634')
('419', '1917')
('438', '2808')
('469', '7634')
('480', '9659')
('482', '5784')
('532', '610')
('573', '8932')
('637', '8723')
('764', '9700')
('837', '1907')
('884', '3151')
('907', '6559')
('951', '7761')
('989', '7453')
('993', '6757')
('999', '6961')
('1005', '526')
('1006', '3785')
('1022', '9535')
('1049', '7430')
('1051', '8507')
('1083', '2246')
('1151', '3728')
('1180', '3244')
('1199', '8497')
('1215', '5514')
('1271', '5838')
('1283', '6511')
('1335', '2671')
('1461', '5553')
('1477', '874')
('1528', '5853')
('1535', '26')
('1568', '6411')
('1611', '9541')
('1616', '3892')
('1618', '3472')
('1660', '4800')
('1679', '2105')
('1685', '4526')
('1725', '7445')
('2001', '5712')
('2034', '9312')
('2051', '4920')
('2103', '578')
('2150', '4978')
('2167', '1321')
('2173', '652')
('2188', '6291')
('2200', '7864')
('2220', '1052')
('2238', '5685')
('2242', '6722')
('2315', '1945')
('2330', '9546')
('2374', '1580')
('2414', '955')
('2463', '3864')
('2494', '4634')
('2538', '1832')
('2551', '2948')
('2588', '783')
('2759', '2687')
('2761', '8172')
('2763', '8081')
('2801', '7981')
('2821', '1169')
('2827', '2172')
('2859', '8409')
('2879', '6227')
('2965', '1536')
('2997', '7303')
('3051', '9130')
('3089', '7896')
('3131', '5128')
('3192', '8823')
('3223', '8031')
('3254', '4650')
('3264', '9860')
('3289', '3191')
('3300', '8928')
