22107.14000000049
('127', '62074')
('30977', '18307')
('31042', '98857')
('31097', '96255')
('31138', '58328')
('31201', '85779')
('31231', '62548')
('31242', '27911')
('31297', '55664')
('31327', '85274')
('31381', '38074')
('31423', '9643')
('31434', '60322')
('31472', '91519')
('31473', '7057')
('31572', '14119')
('31592', '63628')
('31624', '36364')
('31668', '30623')
('31673', '12680')
('31683', '16198')
('31708', '20204')
('31732', '12188')
('31752', '52191')
('31850', '88587')
('31903', '9504')
('31928', '83380')
('31942', '24247')
('31960', '89028')
('32195', '41827')
('32259', '2062')
('32409', '35354')
('32472', '52876')
('32478', '69618')
('32485', '18714')
('32499', '75021')
('32534', '34324')
('32557', '74892')
('32633', '24073')
('32666', '95534')
('32685', '93528')
('32709', '34359')
('32712', '48779')
('32738', '37563')
('32765', '82480')
('32812', '16617')
('32912', '53368')
('33023', '36370')
('33100', '65944')
('33107', '5917')
('33140', '8008')
('33170', '11444')
('33172', '32076')
('33233', '56681')
('33244', '87804')
('33265', '10864')
('33278', '44880')
('33291', '27896')
('33331', '92242')
('33350', '70269')
('33398', '10988')
('33417', '41168')
('33456', '96332')
('33622', '94453')
('33671', '82729')
('33770', '25729')
('33808', '87072')
('33830', '15318')
('33971', '91554')
('34020', '70981')
('34049', '47681')
('34113', '6692')
('34128', '3412')
('34308', '32959')
('34366', '75850')
('34383', '55566')
('34563', '78555')
('34572', '54032')
('34612', '96376')
('34636', '41169')
('34705', '31864')
('34781', '38305')
('34810', '75277')
('34821', '54901')
('34831', '4669')
('34862', '83941')
('34864', '78883')
('34882', '39719')
('34951', '4203')
('34952', '32999')
('34969', '67355')
('34977', '59501')
('34979', '66946')
('35036', '64141')
('35171', '46707')
('35215', '27294')
('35244', '40537')
('35265', '71260')
('35292', '73790')
('35342', '60391')
('35433', '78909')
('35437', '18512')
('35492', '97183')
('35503', '11962')
('35503', '65541')
('35510', '16634')
('35589', '50425')
('35594', '90549')
('35599', '76587')
('35621', '75210')
('35644', '98852')
('35728', '62698')
('35728', '92964')
('35739', '49738')
('35909', '65233')
('35949', '806')
('35959', '45893')
('35961', '21797')
('35998', '32093')
('36063', '18864')
('36071', '80841')
('36099', '17089')
('36138', '83265')
('36160', '11061')
('36166', '50468')
('36200', '24425')
('36225', '71298')
('36271', '50629')
('36297', '44695')
('36354', '97969')
('36392', '6997')
('36468', '8128')
('36523', '57135')
('36529', '6875')
('36533', '67217')
('36672', '66087')
('36684', '46693')
('36707', '20742')
('36786', '42774')
('36793', '57161')
('36855', '69645')
('36984', '76233')
('36985', '12486')
('37009', '34929')
('37066', '97498')
('37067', '84201')
('37082', '54080')
('37114', '80982')
('37155', '89889')
('37238', '24170')
('37243', '61334')
('37255', '12799')
('37259', '29073')
('37268', '51867')
('37317', '8639')
('37386', '41800')
('37428', '91922')
('37446', '30710')
('37459', '53918')
('37530', '49699')
('37580', '38092')
('37613', '6340')
('37653', '90452')
('37706', '28603')
('37734', '58461')
('37750', '17222')
('37768', '75056')
('37799', '76446')
('37892', '40572')
('37938', '41998')
('37983', '69740')
('37986', '49652')
('38137', '1345')
('38210', '45906')
('38338', '33317')
('38353', '88739')
('38480', '91220')
('38506', '46852')
('38540', '64237')
('38558', '17930')
('38574', '27240')
('38600', '87657')
('38639', '10131')
('38721', '26986')
('38735', '21531')
('38743', '72364')
('38855', '45897')
('38994', '85427')
('39004', '73802')
('39116', '62491')
('39117', '28111')
('39155', '77396')
('39165', '33531')
('39296', '12559')
('39305', '43106')
('39318', '14090')
('39342', '69237')
('39354', '46678')
('39399', '55511')
('39432', '46912')
('39456', '25296')
('39528', '56619')
('39529', '77571')
('39556', '68774')
('39644', '79608')
('39688', '63148')
('39691', '56396')
('39722', '91564')
('39815', '30293')
('39818', '27451')
('39827', '27714')
('39854', '27927')
('39857', '20580')
('39858', '51067')
('39883', '85330')
('39891', '78295')
('39944', '44646')
('40035', '26491')
('40082', '28353')
('40163', '14856')
('40217', '51406')
('40263', '4244')
('40272', '57860')
('40307', '74810')
('40337', '35021')
('40469', '96462')
('40479', '74823')
('40485', '96907')
('40487', '94604')
('40502', '87816')
('40581', '1738')
('40653', '44676')
('40666', '81810')
('40675', '35333')
('40685', '59605')
('40685', '73719')
('40717', '52633')
('40719', '58998')
('40722', '17087')
('40742', '38886')
('40770', '69384')
('40841', '33799')
('40901', '81140')
('40988', '87859')
('41001', '78418')
('41084', '25535')
('41242', '77090')
('41259', '21085')
('41284', '96133')
('41309', '87619')
('41457', '47561')
('41479', '38836')
('41496', '80320')
('41502', '35165')
('41546', '57499')
('41548', '54081')
('41560', '6363')
('41608', '66171')
('41618', '54782')
('41618', '99951')
('41646', '2913')
('41723', '38861')
('41746', '71771')
('41768', '32716')
('41805', '27071')
('41832', '48430')
('41872', '90181')
('41872', '99960')
('41933', '77203')
('41979', '6617')
('42043', '24041')
('42058', '10891')
('42131', '98670')
('42132', '25477')
('42139', '55312')
('42224', '21502')
('42251', '79100')
('42292', '62118')
('42323', '52066')
('42388', '45250')
('42441', '77270')
('42492', '79125')
('42538', '90443')
('42546', '74413')
('42554', '51648')
('42587', '2109')
('42655', '17173')
('42809', '2804')
('42845', '51558')
('42862', '78849')
('42886', '63150')
('42899', '51743')
('42909', '60956')
('42943', '21524')
('42956', '18827')
('42961', '53977')
('42984', '93610')
('42990', '24214')
('43164', '77739')
('43206', '82522')
('43244', '60663')
('43260', '83215')
('43306', '25444')
('43384', '26547')
('43393', '55183')
('43406', '29424')
('43456', '87863')
('43459', '88655')
('43461', '78504')
('43479', '43782')
('43483', '83011')
('43485', '97250')
('43522', '40518')
('43571', '1179')
('43573', '71063')
('43635', '66185')
('43675', '78157')
('43678', '77763')
('43748', '85598')
('43749', '62623')
('43765', '90510')
('43771', '42741')
('43839', '75222')
('43917', '79384')
('43932', '5720')
('43983', '27010')
('44006', '19083')
('44020', '8926')
('44030', '9389')
('44046', '28859')
('44060', '42742')
('44094', '6518')
('44097', '75260')
('44126', '30388')
('44129', '15579')
('44180', '30682')
('44226', '3908')
('44287', '19088')
('44302', '89581')
('44406', '80556')
('44427', '31341')
('44435', '43883')
('44526', '66271')
('44557', '14926')
('44572', '30813')
('44586', '73098')
('44678', '76594')
('44688', '41336')
('44702', '7339')
('44710', '16251')
('44716', '61789')
('44722', '46735')
('44736', '59186')
('44756', '93637')
('44780', '57071')
('44784', '85405')
('44832', '40492')
('44886', '78675')
('44905', '68767')
('44912', '68121')
('44998', '75096')
('45010', '84828')
('45040', '68755')
('45067', '76152')
('45074', '57803')
('45125', '24003')
('45136', '333')
('45136', '80517')
('45138', '44938')
('45140', '51318')
('45154', '81582')
('45171', '97174')
('45243', '43645')
('45253', '96800')
('45265', '43512')
('45274', '80071')
('45301', '45380')
('45337', '11156')
('45365', '83316')
('45402', '54705')
('45494', '93492')
('45566', '59521')
('45606', '61150')
('45694', '75069')
('45700', '73237')
('45704', '62432')
('45714', '96065')
('45742', '84478')
('45763', '88208')
('45770', '54810')
('45847', '50239')
('45863', '65337')
('45866', '24928')
('45897', '89807')
('45978', '48926')
('46001', '66439')
('46028', '60634')
('46161', '52374')
('46224', '95475')
('46244', '37763')
('46244', '80128')
('46248', '67011')
('46262', '64137')
('46274', '95860')
('46310', '87621')
('46370', '59641')
('46377', '90971')
('46394', '81650')
('46450', '72027')
('46452', '83745')
('46461', '21722')
('46522', '55784')
('46523', '98544')
('46550', '75772')
('46603', '25187')
('46660', '92032')
('46735', '13821')
('46750', '87778')
('46827', '10198')
('46849', '5942')
('46887', '7702')
('46887', '31322')
('46960', '71738')
('46975', '22312')
('46981', '41902')
('46996', '12688')
('47027', '4457')
('47058', '22015')
('47068', '77275')
('47254', '8621')
('47337', '2970')
('47459', '3952')
('47462', '540')
('47473', '10737')
('47492', '32396')
('47495', '38215')
('47505', '29546')
('47524', '73832')
('47550', '9195')
('47563', '12824')
('47622', '44749')
('47639', '94251')
('47658', '8255')
('47889', '424')
('47906', '37483')
('47938', '17384')
('47961', '56211')
('47978', '40755')
('48079', '69041')
('48092', '91739')
('48093', '67895')
('48178', '73121')
('48250', '75143')
('48256', '75725')
('48277', '33643')
('48346', '88802')
('48369', '67695')
('48377', '95133')
('48415', '54444')
('48445', '46963')
('48447', '64289')
('48448', '13039')
('48477', '34703')
('48490', '94236')
('48554', '34455')
('48570', '80328')
('48623', '43686')
('48624', '31348')
('48626', '55393')
('48629', '74387')
('48644', '21511')
('48690', '68676')
('48692', '16966')
('48692', '75751')
('48719', '715')
('48735', '70553')
('48742', '78718')
('48795', '74416')
('48835', '6969')
('48862', '71309')
('48921', '73918')
('48947', '35800')
('48958', '23692')
('48965', '40057')
('49047', '3555')
('49070', '86279')
('49107', '2619')
('49186', '54508')
('49226', '7600')
('49226', '86890')
('49265', '49502')
('49297', '69019')
('49383', '48589')
('49398', '57497')
('49413', '70513')
('49429', '54850')
('49511', '30184')
('49521', '48952')
('49545', '69862')
('49557', '60355')
('49558', '67988')
('49586', '89546')
('49631', '65479')
('49636', '87291')
('49703', '50356')
('49732', '76190')
('49755', '76025')
('49756', '48121')
('49793', '28820')
('49820', '5049')
('49823', '17377')
('49845', '82602')
('49862', '90229')
('49903', '62719')
('49922', '35728')
('50069', '2895')
('50155', '97042')
('50254', '81434')
('50267', '94632')
('50273', '38086')
('50297', '37359')
('50350', '57705')
('50362', '62582')
('50365', '58284')
('50388', '32214')
('50437', '79385')
('50442', '60896')
('50442', '91401')
('50483', '10697')
('50496', '76899')
('50511', '90878')
('50539', '77486')
('50659', '71166')
('50722', '62022')
('50823', '84139')
('50858', '52109')
('50910', '37821')
('50972', '23542')
('51010', '38329')
('51018', '90352')
('51067', '28226')
('51083', '56502')
('51106', '13721')
('51148', '81264')
('51171', '64750')
('51200', '2844')
('51227', '23658')
('51235', '75893')
('51285', '95829')
('51334', '45314')
('51348', '96012')
('51445', '44201')
('51534', '54566')
('51547', '42395')
('51558', '93887')
('51582', '20568')
('51675', '28999')
('51689', '23688')
('51712', '79828')
('51772', '2308')
('51828', '66496')
('51862', '93628')
('51875', '4362')
('51894', '3361')
('51926', '99306')
('51932', '90521')
('51939', '92804')
('51943', '83113')
('51954', '90970')
('52027', '96054')
('52063', '28502')
('52125', '74595')
('52169', '80910')
('52267', '17253')
('52319', '26352')
('52388', '87778')
('52460', '25692')
('52497', '23763')
('52508', '65043')
('52672', '26468')
('52695', '61908')
('52699', '68938')
('52839', '66768')
('52852', '22173')
('52864', '93200')
('52885', '12226')
('52919', '17108')
('52937', '43802')
('53100', '23470')
('53195', '91450')
('53228', '4789')
('53248', '4977')
('53279', '41122')
('53290', '19045')
('53305', '13430')
('53316', '74383')
('53341', '73294')
('53342', '15396')
('53351', '28142')
('53354', '68020')
('53356', '65684')
('53385', '71822')
('53414', '2097')
('53460', '31508')
('53546', '78260')
('53571', '94836')
('53636', '16295')
('53639', '14923')
('53672', '40609')
('53682', '72656')
('53691', '53292')
('53743', '9331')
('53765', '88166')
('53770', '12988')
('53835', '26873')
('53854', '11118')
('53863', '92331')
('53874', '24149')
('53950', '60249')
('53975', '68007')
('53991', '49345')
('54045', '91353')
('54071', '71049')
('54111', '71856')
('54118', '91196')
('54155', '38762')
('54165', '96398')
('54171', '79605')
('54273', '99981')
('54284', '11813')
('54292', '96653')
('54339', '59464')
('54343', '42139')
('54367', '13635')
('54411', '74484')
('54517', '68376')
('54539', '48904')
('54545', '46927')
('54554', '87557')
('54562', '32200')
('54563', '78012')
('54575', '67453')
('54580', '28530')
('54595', '49163')
('54602', '70963')
('54617', '29623')
('54641', '25485')
('54648', '47245')
('54655', '86768')
('54767', '6982')
('54815', '81963')
('54869', '56479')
('54893', '24590')
('54902', '37595')
('54943', '55508')
('54962', '61574')
('54974', '31600')
('55007', '69748')
('55009', '27485')
('55066', '57182')
('55131', '6255')
('55318', '81428')
('55358', '22390')
('55397', '59325')
('55495', '60989')
('55505', '32781')
('55510', '49692')
('55725', '73270')
('55730', '42820')
('55787', '97498')
('55797', '62706')
('55814', '58659')
('55877', '54286')
('55916', '51272')
('55925', '80804')
('56004', '21530')
('56029', '32280')
('56049', '85259')
('56098', '99018')
('56107', '31627')
('56128', '39072')
('56268', '83136')
('56325', '25274')
('56365', '63618')
('56398', '10812')
('56411', '26382')
('56421', '62346')
('56469', '35355')
('56473', '68450')
('56489', '79306')
('56505', '85147')
('56512', '67484')
('56520', '28706')
('56542', '94492')
('56575', '13598')
('56577', '29590')
('56617', '73972')
('56638', '92259')
('56726', '43304')
('56727', '35930')
('56740', '86600')
('56769', '11530')
('56775', '29678')
('56795', '84003')
('56855', '63076')
('56930', '84360')
('56965', '70626')
('57008', '26179')
('57013', '39520')
('57031', '29467')
('57051', '95359')
('57057', '95703')
('57110', '74594')
('57147', '6841')
('57214', '51922')
('57248', '42061')
('57360', '40723')
('57369', '13819')
('57389', '27357')
('57396', '9784')
('57446', '68308')
('57460', '13370')
('57471', '99')
('57492', '33691')
('57533', '80161')
('57548', '34265')
('57559', '104')
('57593', '45327')
('57625', '7854')
('57646', '80544')
('57744', '78217')
('57798', '5506')
('57886', '2882')
('57897', '49315')
('57917', '63763')
('57924', '59759')
('57929', '49758')
('57934', '39216')
('57941', '48145')
('57966', '22030')
('57975', '62342')
('58005', '5443')
('58053', '41287')
('58245', '34002')
('58287', '26047')
('58341', '29003')
('58345', '43779')
('58360', '48559')
('58422', '18505')
('58466', '42100')
('58548', '18131')
('58573', '6745')
('58600', '57531')
('58717', '73774')
('58718', '91468')
('58754', '30168')
('58759', '76315')
('58774', '44268')
('58830', '60622')
('58890', '40861')
('58900', '75690')
('58924', '14500')
('58942', '86838')
('58979', '66074')
('59004', '14566')
('59009', '25363')
('59064', '343')
('59076', '90845')
('59122', '6921')
('59125', '74062')
('59125', '89456')
('59152', '97037')
('59164', '24934')
('59171', '19532')
('59173', '61580')
('59232', '15288')
('59267', '31919')
('59316', '74395')
('59379', '2085')
('59410', '83507')
('59411', '83362')
('59439', '351')
('59456', '30050')
('59484', '60610')
('59515', '1452')
('59546', '62410')
('59574', '58461')
('59707', '44443')
('59718', '47528')
('59802', '65184')
('59805', '57927')
('59873', '96464')
('59957', '52551')
('60009', '87595')
('60013', '57197')
('60148', '4764')
('60153', '49849')
('60173', '40259')
('60332', '20827')
('60371', '48395')
('60455', '52324')
('60485', '65935')
('60488', '68459')
('60554', '20788')
('60599', '46418')
('60633', '60318')
('60692', '45132')
('60825', '65531')
('60849', '59899')
('60857', '79816')
('60864', '25951')
('60872', '15771')
('60892', '1691')
('60924', '45696')
('60961', '46548')
('60969', '15133')
('61092', '90746')
('61100', '47003')
('61106', '789')
('61150', '37420')
('61182', '577')
('61218', '95918')
('61242', '21873')
('61242', '87656')
('61268', '51949')
('61311', '18318')
('61317', '55853')
('61521', '3916')
('61551', '68927')
('61602', '44001')
('61628', '75339')
('61630', '13873')
('61646', '38914')
('61725', '91780')
('61744', '31551')
('61756', '13315')
('61765', '75510')
('61845', '6741')
('61874', '68756')
('61884', '76823')
('61895', '80146')
('61897', '717')
('61940', '27810')
('61942', '18957')
('61985', '33606')
('61996', '11824')
('62002', '6096')
('62022', '50078')
('62034', '32735')
('62079', '23045')
('62085', '92078')
('62148', '42416')
('62151', '11923')
('62151', '21498')
('62174', '59792')
('62195', '6487')
('62218', '54308')
('62275', '31830')
('62287', '69328')
('62310', '51768')
('62314', '97271')
('62387', '1888')
('62395', '63870')
('62414', '96087')
('62417', '23200')
('62452', '21874')
('62454', '95108')
('62470', '18467')
('62514', '30278')
('62521', '14173')
('62606', '19953')
('62745', '36871')
('62752', '70584')
('62790', '16254')
('62840', '32131')
('62898', '33149')
('62902', '685')
('62908', '30962')
('63050', '78496')
('63051', '93304')
('63085', '59247')
('63124', '89579')
('63179', '96992')
('63197', '56487')
('63202', '85444')
('63270', '66540')
('63277', '29060')
('63373', '77453')
('63405', '21653')
('63483', '76536')
('63504', '39593')
('63537', '55016')
('63595', '67083')
('63616', '31556')
('63705', '27294')
('63710', '70920')
('63734', '56819')
('63741', '25352')
('63758', '25247')
('63782', '67588')
('63799', '87750')
('63868', '786')
('63880', '83196')
('63886', '40427')
('63971', '62849')
('64084', '62065')
('64115', '17205')
('64132', '73783')
('64153', '94636')
('64208', '28530')
('64237', '57113')
('64247', '30129')
('64248', '9169')
('64263', '34628')
('64289', '51244')
('64314', '57607')
('64396', '62582')
('64448', '32587')
('64581', '99902')
('64602', '45860')
('64638', '85186')
('64693', '76656')
('64702', '13694')
('64710', '77805')
('64730', '76544')
('64766', '46072')
('64770', '11244')
('64820', '12222')
('64898', '84720')
('64899', '91916')
('64912', '94540')
('65008', '24787')
('65010', '84932')
('65026', '18399')
('65058', '69000')
('65078', '8626')
('65103', '53194')
('65105', '65023')
('65123', '82741')
('65136', '74947')
('65197', '76957')
('65214', '61081')
('65250', '83096')
('65257', '57551')
('65315', '37658')
('65335', '37491')
('65351', '24377')
('65367', '94062')
('65392', '38981')
('65413', '73443')
('65422', '22689')
('65460', '21019')
('65480', '73431')
('65481', '19270')
('65487', '65173')
('65526', '16187')
('65527', '88775')
('65542', '25691')
('65548', '13618')
('65629', '19161')
('65665', '42004')
('65702', '60796')
('65766', '2530')
('65774', '75797')
('65818', '72192')
('65822', '20161')
('65864', '6876')
('65943', '76222')
('66031', '73891')
('66085', '70239')
('66094', '76740')
('66112', '7210')
('66135', '78720')
('66153', '32161')
('66255', '48863')
('66283', '59734')
('66284', '62287')
('66284', '81043')
('66289', '45593')
('66355', '34810')
('66383', '97398')
('66466', '59689')
('66515', '90881')
('66529', '74474')
('66539', '34431')
('66566', '96032')
('66606', '54878')
('66638', '96984')
('66654', '60195')
('66701', '2317')
('66704', '51411')
('66752', '72068')
('66758', '1717')
('66774', '73314')
('66784', '98715')
('66812', '6260')
('66829', '83459')
('66874', '62204')
('67018', '73583')
('67105', '39519')
('67111', '95277')
('67312', '78481')
('67393', '72591')
('67425', '25463')
('67602', '46911')
('67604', '8934')
('67613', '40668')
('67662', '20432')
('67728', '92982')
('67771', '91630')
('67777', '78734')
('67791', '58863')
('67815', '48454')
('67825', '13158')
('67887', '82700')
('67892', '2220')
('67896', '60951')
('67937', '35380')
('67938', '64152')
('67947', '8623')
('67957', '57032')
('68008', '82929')
('68055', '55262')
('68066', '64215')
('68115', '45824')
('68121', '8291')
('68152', '75719')
('68183', '84381')
('68219', '37582')
('68333', '64994')
('68377', '81013')
('68520', '18982')
('68590', '64406')
('68631', '6330')
('68643', '56923')
('68712', '65315')
('68730', '58147')
('68778', '97313')
('68801', '15285')
('68846', '7791')
('68849', '32392')
('68864', '57686')
('68874', '5096')
('68884', '16393')
('68946', '58609')
('68979', '14543')
('69029', '12329')
('69048', '74263')
('69177', '72511')
('69181', '50440')
('69287', '82744')
('69318', '41751')
('69362', '84013')
('69416', '38339')
('69532', '85439')
('69620', '58226')
('69655', '33734')
('69734', '25401')
('69816', '73279')
('69818', '95380')
('69827', '84467')
('69935', '99142')
('69941', '88223')
('70115', '5477')
('70123', '6514')
('70160', '52586')
('70189', '32263')
('70207', '14013')
('70218', '44662')
('70268', '28334')
('70274', '88765')
('70310', '66803')
('70311', '74382')
('70312', '96243')
('70361', '31834')
('70364', '79457')
('70369', '67242')
('70399', '15851')
('70492', '3600')
('70494', '85981')
('70560', '43239')
('70611', '45489')
('70627', '70064')
('70633', '16099')
('70637', '43822')
('70637', '81679')
('70690', '21857')
('70779', '18598')
('70782', '21016')
('70851', '94825')
('70879', '71057')
('70882', '98310')
('70902', '92158')
('70948', '62206')
('70958', '67934')
('70968', '63472')
('70978', '44365')
('70991', '79471')
('71036', '42328')
('71037', '52249')
('71075', '79993')
('71166', '40150')
('71188', '63787')
('71192', '88829')
('71229', '30741')
('71265', '74692')
('71270', '96050')
('71305', '82238')
('71332', '7354')
('71337', '77725')
('71342', '49864')
('71345', '10698')
('71347', '93154')
('71387', '36234')
('71433', '13368')
('71460', '65277')
('71475', '76202')
('71480', '29893')
('71504', '76683')
('71509', '38962')
('71538', '48255')
('71579', '91959')
('71596', '5579')
('71629', '15749')
('71650', '91094')
('71664', '46620')
('71716', '49593')
('71739', '75596')
('71834', '55896')
('71905', '69396')
('71924', '37105')
('71937', '61503')
('71938', '33878')
('72018', '44218')
('72025', '54048')
('72044', '77922')
('72053', '40140')
('72080', '24811')
('72100', '33312')
('72106', '65709')
('72107', '72569')
('72108', '6480')
('72147', '94201')
('72233', '41579')
('72236', '76090')
('72256', '65435')
('72276', '61518')
('72302', '90863')
('72304', '73950')
('72414', '5655')
('72474', '11263')
('72482', '74642')
('72486', '90018')
('72553', '46845')
('72578', '45812')
('72583', '71619')
('72594', '20055')
('72609', '4925')
('72632', '60180')
('72635', '17379')
('72696', '59418')
('72698', '48184')
('72712', '61028')
('72720', '24365')
('72720', '71193')
('72781', '34552')
('72810', '27809')
('72855', '77507')
('72860', '69043')
('72862', '65327')
('72894', '9629')
('72941', '3904')
('72973', '44889')
('72976', '55707')
('72981', '76731')
('73043', '34796')
('73079', '80848')
('73080', '46150')
('73111', '23493')
('73141', '51918')
('73195', '48281')
('73237', '22868')
('73237', '68304')
('73242', '36787')
('73271', '48549')
('73282', '37994')
('73348', '12090')
('73356', '77528')
('73377', '56390')
('73408', '48541')
('73530', '51161')
('73531', '4512')
('73580', '31893')
('73613', '61467')
('73638', '54413')
('73640', '65200')
('73783', '56393')
('73807', '38')
('73850', '15476')
('73853', '55854')
('73875', '1263')
('73903', '30437')
('73926', '49509')
('74026', '85908')
('74095', '4615')
('74172', '32172')
('74195', '37225')
('74228', '10572')
('74245', '71936')
('74292', '52465')
('74330', '6244')
('74471', '12744')
('74590', '23541')
('74613', '58842')
('74631', '36250')
('74650', '33914')
('74758', '74655')
('74809', '9085')
('74826', '9629')
('74863', '34516')
('75014', '12343')
('75043', '54072')
('75050', '83524')
('75070', '65543')
('75097', '8721')
('75125', '48840')
('75170', '68899')
('75187', '96712')
('75221', '85942')
('75251', '33410')
('75292', '55169')
('75297', '84663')
('75335', '70561')
('75365', '23022')
('75367', '36984')
('75442', '15909')
('75444', '23844')
('75449', '61995')
('75485', '22665')
('75493', '44230')
('75601', '19356')
('75649', '93530')
('75682', '74000')
('75734', '47529')
('75782', '77662')
('75795', '37403')
('75813', '32169')
('75874', '4024')
('75982', '8326')
('75989', '9567')
('75989', '26663')
('75994', '78270')
('76018', '93684')
('76029', '90005')
('76045', '38988')
('76061', '62324')
('76213', '65435')
('76414', '7551')
('76456', '45111')
('76461', '19849')
('76509', '83996')
('76521', '24504')
('76665', '32738')
('76690', '93781')
('76711', '50400')
('76719', '99834')
('76721', '87852')
('76744', '7717')
('76754', '66885')
('76798', '94997')
('76800', '26779')
('76856', '17929')
('76964', '69276')
('76997', '22425')
('77094', '55247')
('77098', '37077')
('77099', '5828')
('77112', '56904')
('77124', '15190')
('77132', '47426')
('77220', '46682')
('77255', '41697')
('77303', '38623')
('77307', '14041')
('77362', '24415')
('77394', '56402')
('77403', '26463')
('77423', '17819')
('77426', '56240')
('77453', '3975')
('77494', '41053')
('77556', '25838')
('77613', '55724')
('77637', '51201')
('77687', '15041')
('77753', '54575')
('77772', '71761')
('77783', '54122')
('77831', '53684')
('77880', '30031')
('77903', '62097')
('77912', '55929')
('78023', '14465')
('78033', '50235')
('78047', '25991')
('78245', '3847')
('78341', '39485')
('78359', '33445')
('78399', '36082')
('78458', '85472')
('78572', '23070')
('78609', '46760')
('78613', '71080')
('78627', '82280')
('78643', '3217')
('78778', '32508')
('78863', '56269')
('78904', '48728')
('78953', '51690')
('79020', '78640')
('79033', '55480')
('79072', '64604')
('79082', '52611')
('79097', '52296')
('79233', '82092')
('79239', '60260')
('79241', '43150')
('79370', '26888')
('79375', '87811')
('79431', '96011')
('79465', '80729')
('79515', '55405')
('79579', '34354')
('79632', '60837')
('79705', '94305')
('79807', '38220')
('79819', '30715')
('80050', '60230')
('80192', '12648')
('80296', '92495')
('80298', '68730')
('80301', '76080')
('80367', '8060')
('80368', '73116')
('80388', '90631')
('80409', '26378')
('80455', '25466')
('80546', '6888')
('80565', '10245')
('80583', '97258')
('80649', '69356')
('80685', '89137')
('80738', '26461')
('80746', '50289')
('80748', '4543')
('80768', '16193')
('80774', '47877')
('80805', '3686')
('80830', '28753')
('80936', '30665')
('80967', '28021')
('80992', '93204')
('81073', '13999')
('81077', '11210')
('81082', '24083')
('81087', '13062')
('81112', '37349')
('81145', '23711')
('81201', '92654')
('81228', '18566')
('81234', '4153')
('81322', '32164')
('81327', '42839')
('81468', '192')
('81500', '24696')
('81509', '4453')
('81571', '50482')
('81582', '90896')
('81606', '8767')
('81642', '88164')
('81645', '7961')
('81656', '63474')
('81695', '13480')
('81707', '27948')
('81708', '79556')
('81737', '45355')
('81780', '95304')
('81807', '20557')
('81816', '83528')
('81837', '92379')
('81853', '96661')
('81857', '33338')
('81883', '39765')
('81901', '11988')
('81953', '59355')
('81985', '92107')
('82020', '87849')
('82039', '91357')
('82089', '61408')
('82138', '19979')
('82167', '12095')
('82173', '27928')
('82194', '51885')
('82202', '16260')
('82245', '36800')
('82266', '7477')
('82288', '21080')
('82328', '5662')
('82346', '37507')
('82350', '40617')
('82360', '24798')
('82374', '94386')
('82382', '50061')
('82460', '10648')
('82467', '53607')
('82486', '64773')
('82490', '7594')
('82495', '44373')
('82512', '53719')
('82639', '86646')
('82701', '53407')
('82705', '69765')
('82723', '77484')
('82822', '81447')
('82859', '99159')
('82916', '38404')
('82935', '73673')
('83006', '63522')
('83047', '4133')
('83133', '12436')
('83146', '34070')
('83191', '91877')
('83216', '89271')
('83237', '53871')
('83253', '5543')
('83354', '67619')
('83369', '62926')
('83380', '78643')
('83406', '38859')
('83558', '75136')
('83561', '60790')
('83587', '93690')
('83590', '40926')
('83631', '4466')
('83632', '40030')
('83638', '42635')
('83692', '7952')
('83725', '40037')
('83729', '83922')
('83748', '68452')
('83793', '50918')
('83811', '41871')
('83842', '97293')
('83911', '39522')
('83964', '95366')
('83984', '62460')
('84046', '25926')
('84063', '54181')
('84136', '34985')
('84156', '85083')
('84308', '1929')
('84439', '24716')
('84453', '59284')
('84521', '82573')
('84591', '25549')
('84617', '72804')
('84628', '17728')
('84663', '46075')
('84750', '56792')
('84852', '72415')
('84879', '71221')
('84880', '73043')
('84880', '83937')
('84964', '55251')
('84973', '40044')
('85029', '46423')
('85130', '68747')
('85292', '75006')
('85304', '96353')
('85322', '88753')
('85396', '13932')
('85434', '20835')
('85460', '74367')
('85487', '71656')
('85547', '2295')
('85548', '34354')
('85550', '22603')
('85576', '85222')
('85647', '58539')
('85678', '23351')
('85684', '2179')
('85686', '36304')
('85724', '39507')
('85755', '1324')
('85778', '43809')
('85790', '2197')
('85802', '88557')
('85853', '40019')
('85861', '56911')
('85963', '22830')
('85984', '52935')
('85991', '44713')
('86053', '31986')
('86087', '13863')
('86125', '10946')
('86126', '31531')
('86186', '26143')
('86198', '50166')
('86212', '25742')
('86254', '25618')
('86271', '49528')
('86301', '88877')
('86348', '73437')
('86356', '94492')
('86454', '38145')
('86454', '55678')
('86497', '60304')
('86557', '99170')
('86612', '29222')
('86618', '57090')
('86630', '77993')
('86663', '41711')
('86699', '78101')
('86731', '92457')
('86737', '42694')
('86855', '24304')
('86866', '68397')
('86929', '40244')
('87014', '90568')
('87015', '45321')
('87024', '57919')
('87043', '58357')
('87097', '20127')
('87140', '48666')
('87146', '86290')
('87189', '25630')
('87195', '15105')
('87210', '27002')
('87251', '3077')
('87336', '6109')
('87364', '73962')
('87378', '48573')
('87482', '35801')
('87507', '94646')
('87532', '75445')
('87621', '57815')
('87663', '5026')
('87680', '8103')
('87693', '9644')
('87701', '12374')
('87729', '45414')
('87747', '1318')
('87755', '8587')
('87818', '13070')
('87836', '40907')
('87897', '33117')
